DATA;ORA_REGISTRAZIONE;LUOGO;CIVICO;INTERSEZIONE_STRADALE;TIPOLOGIA;NATURA_SINISTRO;VEICOLI;MASCHI;FEMMINE;PROGNOSI_MIN_30_GIORNI;PROGNOSI_MAG_30_GIORNI;PROGNOSI_RISERVATA;DECEDUTI
2014-06-30;19:02:00;VIALE GUGLIELMO MARCONI;sn;;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-06-30;21:03:00;PIAZZA PITAGORA;2;;Danneggiamento;Cornicione su auto;1;0;0;0;0;0;0
2014-07-01;09:31:00;VIA DE CHIRICO;sn;VIA CABRAS;Incidente stradale con feriti;Frontale / laterale;2;0;2;1;0;0;0
2014-07-01;12:29:00;S.S. 131 DIR.;sn;;Incidente stradale con feriti;Tamponamento;2;1;2;2;0;0;0
2014-07-01;12:23:00;PIAZZA DEL CARMINE;sn;VIA CRISPI;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-07-01;14:57:00;VIALE MONASTIR;99;;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-02;09:03:00;VIA PRINCIPE DI NAPOLI;sn;VIA ARGIOLAS;Incidente stradale senza feriti;Urto laterale;2;0;2;0;0;0;0
2014-07-02;11:23:00;0 S.S. 195 RAC ( EX CASIC);sn;VIA BRENTA;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-02;13:56:00;VIA S.MARIA CHIARA;sn;VIA DEI TIGLI;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-02;15:53:00;VIA S.BENEDETTO;84;;Incidente stradale con feriti;Tamponamento;2;3;0;2;0;0;0
2014-07-02;17:22:00;VIA S`ARRULLONI;12;;Incidente stradale con feriti;Investimento di pedone;1;0;2;0;1;0;0
2014-07-02;19:42:00;PIAZZA REPUBBLICA;sn;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-02;20:29:00;PIAZZA DEFFENU;sn;VIA CAMPIDANO;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-07-03;03:58:00;VIALE FERRARA;sn;;Incidente stradale con feriti;Uscita x sbandamento;1;2;0;1;0;0;0
2014-07-03;06:13:00;VIA VESALIO;sn;VIA DEI CARBONARI;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-07-03;08:15:00;PIAZZA YENNE;sn;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-07-03;10:59:00;VIALE TRENTO;34;;Incidente stradale con feriti;Tamponamento;3;2;1;1;0;0;0
2014-07-03;11:13:00;VIA DANDOLO;sn;VIA CORRIDONI;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;1;0;0;0
2014-07-03;11:56:00;VIA ROMA (LUNGOMARE);sn;LARGO CARLO FELICE;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-07-03;16:59:00;VIALE MONASTIR;sn;VIA PUGLIA;Incidente stradale con feriti;Tamponamento;2;1;1;1;0;0;0
2014-07-03;21:22:00;VIA DANTE;110;;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-07-04;08:28:00;VIALE COLOMBO;27;;Incidente stradale con feriti;Apertura portiera;2;1;1;1;0;0;0
2014-07-04;14:11:00;VIALE POETTO;sn;PONTE VITTORIO;Incidente stradale con feriti;Uscita x sbandamento;0;1;0;0;1;0;0
2014-07-04;15:51:00;VIA ROMA (CORS. CENTRALE);sn;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-07-04;13:41:00;PIAZZA S.MICHELE;sn;VIA BOSCO CAPPUCCIO;Incidente stradale con feriti;Frontale / laterale;4;1;2;1;0;0;0
2014-07-04;16:35:00;VIA MAMELI;76;;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-07-05;06:43:00;VIA S`ARRULLONI;sn;VIALE POETTO;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-07-05;09:05:00;VIA JENNER;sn;VIA KOCH;Incidente stradale con feriti;Frontale / laterale;2;2;0;0;1;0;0
2014-07-05;09:47:00;VIA DOBERDO;85;;Incidente stradale senza feriti;Urto con veicolo in sosta;3;1;0;0;0;0;0
2014-07-05;19:10:00;VIA PERTUSOLA;10;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-07-06;17:42:00;LUNGOMARE POETTO;sn;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-07-07;08:10:00;VIA PRINCIPE DI PIEMONTE;sn;VIA CONTE ROSSO;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-07;12:05:00;VIA AMPERE;sn;VIA DOLIANOVA;Incidente stradale con feriti;Urto laterale;2;1;1;0;0;0;0
2014-07-07;16:05:00;S.S. 195;sn;LOC. SA ILLETTA;Incidente stradale con feriti;Uscita x sbandamento;1;1;0;1;0;0;0
2014-07-07;18:41:00;STRADA MARCONI BIS (ARGINALE);sn;;Incidente stradale senza feriti;Tamponamento;4;3;1;0;0;0;0
2014-07-08;08:59:00;VIALE S.AVENDRACE;fr chiesa;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-07-08;12:38:00;VIALE TRIESTE;174;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-07-08;14:35:00;VIALE MONASTIR;106;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-07-08;19:12:00;ROTATORIA IS PONTIS PARIS;sn;;Incidente stradale con feriti;Tamponamento;2;0;2;1;0;0;0
2014-07-08;19:57:00;PIAZZA MATTEOTTI;sn;;Incidente stradale con feriti;Urto laterale;2;0;2;1;0;0;0
2014-07-09;06:45:00;VIALE TRIESTE;110;;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-09;09:24:00;LUNGOMARE POETTO;sn;VIA VULCANO;Incidente stradale con feriti;Urto laterale;2;1;1;0;1;0;0
2014-07-09;10:06:00;VIALE S.ELIA;sn;VIALE S.BARTOLOMEO;Incidente stradale con feriti;Frontale / laterale;2;1;4;4;0;0;0
2014-07-10;10:30:00;VIA BESTA;5;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-07-10;15:41:00;VIA GARIGLIANO;sn;;Incidente stradale senza feriti;Frontale / laterale;4;2;0;0;0;0;0
2014-07-10;17:55:00;VIA IS MIRRIONIS;92;;Incidente stradale con feriti;Investimento di pedone;0;1;0;0;0;0;0
2014-07-10;19:19:00;VIA CUGIA;sn;VIA SANNA RANDACCIO;Incidente stradale con feriti;Frontale / laterale;2;3;0;2;0;0;0
2014-07-10;20:50:00;VIALE REG. ELENA;sn;;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-07-11;09:11:00;PIAZZA DEFFENU;sn;VIALE COLOMBO;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-11;16:04:00;VIA DEL FANGARIO;sn;VIALE ELMAS;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-11;16:09:00;VIA FALZAREGO;sn;;Danneggiamento;Cornicione su auto;2;1;0;1;0;0;0
2014-07-11;17:44:00;VIALE GUGLIELMO MARCONI;183;;Incidente stradale con feriti;Urto anteriore;2;2;2;2;1;1;0
2014-07-11;18:06:00;VIA SONNINO;52;;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-11;19:45:00;VIA CAPRAIA;12;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;1;0;0;0;0;0
2014-07-12;00:25:00;VIA PUCCINI;sn;VIA CIMAROSA;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-07-12;03:48:00;VIA JENNER;sn;VIA S.MARIA CHIARA;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-12;06:35:00;ROTATORIA IS PONTIS PARIS;sn;;Incidente stradale con feriti;Urto anteriore;2;2;0;1;0;0;0
2014-07-12;09:13:00;VIA DE CANDIA;sn;;Danneggiamento;Caduta dal veicolo x Gasolio sul manto stradale;1;1;0;0;0;0;0
2014-07-12;11:23:00;PIAZZA MATTEOTTI;sn;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-07-12;16:22:00;VIALE DIAZ;sn;VIA STAZIONE VECCHIA;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-07-12;21:17:00;VIA DELEDDA;16;;Incidente stradale per caduta di pedone;Caduta di Pedone accidentale;0;0;1;0;0;0;0
2014-07-13;00:08:00;VIA DEL COMMERCIO;4;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;0;1;0;0;0;0;0
2014-07-13;08:44:00;PIAZZA GIOVANNI XXIII;sn;VIA XXVIII FEBBRAIO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-29;12:33:00;VIA AFRICO;7;;Danneggiamento;;0;1;0;0;0;0;0
2014-07-14;11:42:00;VIA CARBONI BOI;5;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-14;14:53:00;VIA SEGNI;72;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-07-14;16:57:00;VIA GARIBALDI;sn;VIA FARINA;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-07-14;19:40:00;VIA LEGNANO;sn;VIA FRATELLI BANDIERA;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-15;02:07:00;VIA S.TERESA DI GALLURA;sn;VIA G. SARAGAT;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;1;0;0;0;0
2014-07-15;06:56:00;0 S.S. 195 RAC ( EX CASIC);sn;;Incidente stradale con feriti;Uscita x sbandamento;1;1;0;1;0;0;0
2014-07-15;10:00:00;VIALE COLOMBO;sn;VIA CABOTO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-15;11:23:00;VIA ROMA (CORS. CENTRALE);sn;;Incidente stradale per caduta di pedone;Caduta dal veicolo x Buca;0;1;0;0;0;0;0
2014-07-16;06:25:00;VIA GUTTUSO;32;;Incidente stradale con feriti;Urto con veicolo in sosta;3;1;0;1;0;0;0
2014-07-16;08:00:00;VIA IS MIRRIONIS;sn;VIA TUVUMANNU;Incidente stradale senza feriti;Frontale / laterale;4;1;1;0;0;0;0
2014-07-16;08:51:00;VIALE REG. MARGHERITA;9;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-07-16;12:02:00;VIA CRISPI;sn;VIA ANGIOY;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-16;13:47:00;PIAZZA S.MICHELE;sn;;Incidente stradale con feriti;Tamponamento;2;0;3;1;0;0;0
2014-07-16;17:15:00;ASSE MEDIANO DI SCORRIMENTO;KM.6,500;;Incidente stradale con feriti;Uscita x sbandamento;1;1;0;0;1;0;0
2014-07-16;18:10:00;VIALE GUGLIELMO MARCONI;fr iperpan;;Incidente stradale con feriti;Tamponamento;3;2;2;1;0;0;0
2014-07-16;21:20:00;PIAZZA GIOVANNI XXIII;sn;VIA DON MACCHIONI;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-07-17;19:36:00;VIA BACAREDDA;sn;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-17;20:29:00;VIALE COLOMBO;16;;Incidente stradale con feriti;Tamponamento;3;2;1;0;0;0;0
2014-07-18;12:26:00;VIA BUGGERRU;sn;;Incidente stradale senza feriti;Tamponamento;4;3;1;0;0;0;0
2014-07-18;16:24:00;VIA BERLINO;sn;VIA DELL` ABBAZIA;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-07-19;14:51:00;VIA ISOLA S.PIETRO;sn;;Incidente stradale senza feriti;Cambio di corsia;2;2;0;0;0;0;0
2014-07-19;16:12:00;VIALE MONASTIR;66;;Incidente stradale senza feriti;Urto con veicolo in sosta;4;2;0;0;0;0;0
2014-07-19;20:41:00;VIALE BONARIA;sn;VIALE CIMITERO;Incidente stradale senza feriti;Urto anteriore;2;2;0;0;0;0;0
2014-07-20;14:16:00;ASSE MEDIANO DI SCORRIMENTO;sn;ROTATORIA STAMIRA/PERETTI;Incidente stradale con feriti;Tamponamento;2;2;1;2;0;0;0
2014-07-20;17:58:00;VIA ROMA;50;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-07-21;01:10:00;VIALE POETTO;sn;PIAZZA ARCIPELAGHI;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-07-21;12:25:00;VIA BROTZU;sn;VIA BINAGHI;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-21;13:28:00;VIALE LA PLAIA;sn;VICO LA PLAIA;Incidente stradale con feriti;Frontale / laterale;2;1;2;1;0;0;0
2014-07-21;18:31:00;VIA CAPULA;sn;VIA S.CARLO BORROMEO;Incidente stradale con feriti;Frontale / laterale;3;1;2;0;1;0;0
2014-07-22;12:35:00;VIALE LA PLAIA;sn;VICO LA PLAIA;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-22;12:49:00;ASSE MEDIANO DI SCORRIMENTO;KM. 1,600;;Incidente stradale senza feriti;Tamponamento;2;0;2;0;0;0;0
2014-07-22;13:41:00;STRADA MARCONI BIS (ARGINALE);sn;VIALE GUGLIELMO MARCONI;Incidente stradale con feriti;Tamponamento;4;2;2;1;0;0;0
2014-07-22;13:54:00;VIA LIGURIA;sn;VIA ISTRIA;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-23;04:57:00;VIA SINI;2;;Incidente stradale per caduta di pedone;Caduta di pedone x buca;0;0;1;1;0;0;0
2014-07-23;08:49:00;PIAZZA GIOVANNI XXIII;sn;VIA DON MACCHIONI;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-07-23;09:13:00;VIALE BUONCAMMINO;sn;;Incidente stradale con feriti;Tamponamento;2;1;1;1;0;0;0
2014-07-23;18:37:00;VIALE GUGLIELMO MARCONI;sn;STRADA MARCONI BIS (ARGINALE);Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-07-23;19:03:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale senza feriti;Urto laterale;3;2;2;3;0;0;0
2014-07-24;07:16:00;VIA S.AGOSTINO;sn;PIAZZA MATTEOTTI;Incidente stradale con feriti;Tamponamento;3;4;0;3;0;0;0
2014-07-24;15:27:00;PIAZZA MARCO POLO;sn;VIALE DIAZ;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-07-24;15:57:00;VIA TIGELLIO;sn;VIA CARBONAZZI;Incidente stradale con feriti;Frontale / laterale;2;3;0;2;0;0;0
2014-07-24;17:04:00;VIA ARQUER;37;;Danneggiamento;Cornicione su auto;1;0;0;0;0;0;0
2014-07-25;11:47:00;VIALE S.AVENDRACE;sn;VIA FLUMENDOSA;Incidente stradale con feriti;Frontale / laterale;2;1;2;0;1;0;0
2014-07-25;14:01:00;VIALE CIMITERO;sn;VIALE BONARIA;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-07-25;18:17:00;VIA PERGOLESI;sn;VIA DONIZETTI;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-07-26;13:48:00;VIALE DIAZ;sn;VIA CABOTO;Incidente stradale per caduta di pedone;Caduta di pedone x buca;0;0;1;0;0;0;0
2014-07-26;21:24:00;VIALE LA PLAIA;sn;VIA SASSARI;Incidente stradale senza feriti;Tamponamento;2;1;1;0;0;0;0
2014-07-26;22:50:00;VIALE ELMAS;sn;VIA DEL FANGARIO;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-07-27;13:56:00;VIA ISOLA S.PIETRO;sn;VIA ISOLA S.DOMINO;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-07-27;18:53:00;VIA BACAREDDA;sn;VIA S.ALENIXEDDA;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-27;18:45:00;VIA FARINA;40;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;0;0;0;0;0
2014-07-28;09:24:00;VIA ITALIA;sn;VIA SIRONI;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-07-28;10:59:00;VIALE GUGLIELMO MARCONI;sn;;Incidente stradale con feriti;Manovra di retromarcia;1;1;1;1;0;0;0
2014-07-28;12:04:00;VIA COCCO ORTU;sn;VIA DANTE;Incidente stradale con feriti;Investimento di pedone;1;2;0;1;0;0;0
2014-07-28;12:49:00;VIA PUCCINI;sn;;Incidente stradale con feriti;Semaforo rosso;2;2;0;0;0;0;0
2014-07-28;15:57:00;VIALE GUGLIELMO MARCONI;74;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-03-28;08:31:00;VIA RIVA VILLASANTA;sn;VIA FAMAGOSTA;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-28;10:28:00;VIA XXVIII FEBBRAIO;sn;VIA GRANDI;Incidente stradale senza feriti;Urto laterale;2;1;0;0;0;0;0
2014-03-28;11:51:00;VIA IS MAGLIAS;174;;Incidente stradale con feriti;Frontale / laterale;2;1;2;1;0;0;0
2014-03-28;14:12:00;ROTATORIA CADELLO;sn;VIA S.MARIA CHIARA;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-03-28;18:12:00;VIALE MONASTIR;sn;VIA LUNIGIANA;Incidente stradale con feriti;Urto laterale;2;1;1;1;0;0;0
2014-03-28;20:16:00;VIALE GUGLIELMO MARCONI;sn;VIA NEWTON;Incidente stradale con feriti;Tamponamento;1;1;2;2;0;0;0
2014-03-29;11:53:00;VIA DEL RISORGIMENTO;sn;PIAZZA ITALIA;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-03-29;11:58:00;VIA S.BENEDETTO;sn;;Incidente stradale senza feriti;Urto anteriore;2;2;0;0;0;0;0
2014-03-29;14:40:00;VIALE DIAZ;sn;PIAZZA MADRE TERESA DI CALCUTTA;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-03-30;00:18:00;VIALE BUONCAMMINO;sn;PIAZZA D`ARMI;Incidente stradale con feriti;Tamponamento;2;0;2;1;0;0;0
2014-03-31;15:38:00;VIA IS MAGLIAS;174;;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-03-31;19:14:00;VIA RIVA VILLASANTA;97;;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-04-01;10:02:00;PIAZZA DE ESQUIVEL;sn;VIA CADELLO;Incidente stradale con feriti;Frontale / laterale;2;1;2;3;0;0;0
2014-04-01;12:25:00;PIAZZA DEL CARMINE;sn;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;0;1;0;0
2014-04-01;14:03:00;VIA SCANO;55;;Incidente stradale con feriti;Cambio di corsia;2;2;1;2;0;0;0
2014-04-01;15:12:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale senza feriti;Tamponamento;3;1;2;0;0;0;0
2014-04-01;16:28:00;VIA MILANO;sn;VIA MESSINA;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-04-01;20:27:00;STRADA MARCONI BIS (ARGINALE);sn;;Incidente stradale con feriti;Tamponamento;3;2;1;2;0;0;0
2014-04-01;22:33:00;VIA DELL`  ARTIGIANATO;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-04-02;08:35:00;VIALE POETTO;sn;VIA VERGINE DI LLUC;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-04-02;09:51:00;VIA PO;sn;VIALE ELMAS;Incidente stradale senza feriti;Apertura portiera;2;2;0;0;0;0;0
2014-04-02;15:19:00;VIA CONTE VERDE;03;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-04-02;17:43:00;VIA TIRSO;sn;VIALE S.AVENDRACE;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-04-02;21:56:00;VIA ROMA;sn;VIA BAYLLE;Incidente stradale con feriti;Tamponamento;2;3;0;1;0;0;0
2014-04-03;01:41:00;VIA SASSARI;sn;VIA MAMELI;Incidente stradale con feriti;Frontale / laterale;2;1;2;2;1;0;0
2014-04-03;08:46:00;VIA DELL`IPPODROMO;sn;;Incidente stradale senza feriti;Tamponamento;2;1;1;0;0;0;0
2014-04-03;11:03:00;VIA BOITO;sn;VIA S.BENEDETTO;Incidente stradale con feriti;Investimento di pedone;1;2;0;0;0;0;0
2014-04-03;12:28:00;VIA DOLCETTA;sn;VIALE MONASTIR;Incidente stradale con feriti;Tamponamento;3;2;2;3;0;0;0
2014-04-03;14:08:00;VIA TRAMONTANA;sn;VIALE POETTO;Incidente stradale con feriti;Frontale / laterale;2;0;2;0;1;0;0
2014-04-03;14:51:00;VIA MARTINI;3;;Danneggiamento;Urto con cassonetto;1;0;0;0;0;0;0
2014-04-03;14:05:00;VIA RIVA VILLASANTA;56;;Incidente stradale con feriti;Tamponamento;4;4;2;4;0;0;0
2014-04-03;17:02:00;VIALE TRIESTE;166;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-04-03;21:58:00;VIALE POETTO;sn;VIA S`ARRULLONI;Incidente stradale senza feriti;Svolta a sinistra irregolare;2;1;1;0;0;0;0
2014-04-04;08:27:00;VIA ANGLONA;sn;OGLIASTRA;Incidente stradale con feriti;Frontale / laterale;2;1;1;0;1;0;0
2014-04-04;08:43:00;VIA REDIPUGLIA;63;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-04-04;09:40:00;VIA TRINCEA D. RAZZI;sn;;Danneggiamento;Danneggiamento auto in sosta;2;0;0;0;0;0;0
2014-04-04;11:16:00;VIA ROMA (LUNGOMARE);sn;;Incidente stradale senza feriti;Caduta dal veicolo x Gasolio sul manto stradale;6;5;1;0;0;0;0
2014-04-04;15:03:00;VIA LIGURIA;22;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-04-04;19:12:00;PIAZZA REPUBBLICA;sn;VIA TUVERI;Incidente stradale con feriti;Investimento di pedone;1;0;2;0;1;0;0
2014-04-05;02:35:00;LARGO CARLO FELICE;sn;VIA MAMELI;Incidente stradale con feriti;Frontale / laterale;2;3;0;1;1;0;0
2014-04-05;16:12:00;VIA TUVERI;58;;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-04-06;09:05:00;PIAZZA GRANATIERI DI SARDEGNA;3;;Danneggiamento;;0;0;0;0;0;0;0
2014-04-06;10:30:00;PIAZZA GRANATIERI DI SARDEGNA;3;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-04-06;11:26:00;ROTATORIA CADELLO;sn;VIA S.MARIA CHIARA;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-04-06;14:22:00;PIAZZA MADRE TERESA DI CALCUTTA;sn;VIALE CIMITERO;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-04-06;18:23:00;VIA ABRUZZI;2;;Incidente stradale con feriti;Urto laterale;2;2;0;1;0;0;0
2014-04-07;08:32:00;VIA CABRAS;sn;;Incidente stradale con feriti;Caduta dal veicolo x imperizia;1;1;0;1;0;0;0
2014-04-07;09:07:00;LUNGOMARE POETTO;sn;VIA MONTECRISTO;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-04-07;11:21:00;VIALE ELMAS;sn;VIA DELL`AGRICOLTURA;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-04-07;12:17:00;VIA PO;sn;PIAZZA S.AVENDRACE;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-04-07;12:34:00;VIA CAMMINO NUOVO;sn;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-04-07;14:23:00;VIA MILANO;sn;VIA BRESCIA;Incidente stradale con feriti;Frontale / laterale;4;2;0;1;0;0;0
2014-04-07;14:03:00;VIA IS MAGLIAS;sn;VIA ASIAGO;Incidente stradale con feriti;Frontale / laterale;2;1;2;1;0;0;0
2014-04-07;14:25:00;PIAZZA DEL CARMINE;sn;VIA SASSARI;Danneggiamento;Cornicione su auto;1;0;0;0;0;0;0
2014-04-07;18:27:00;VIA CENTRALE;sn;VIA DELLE SPIGHE;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-04-08;09:25:00;VIALE GUGLIELMO MARCONI;sn;VIA EDISON;Incidente stradale con feriti;Tamponamento;2;0;2;1;0;0;0
2014-04-08;10:25:00;VIA CONTE VERDE;4B;VIA PRINCIPE AMEDEO;Danneggiamento;Uscita x sbandamento;1;1;0;0;0;0;0
2014-04-08;11:01:00;VIA IS MIRRIONIS;103;;Incidente stradale con feriti;Tamponamento;3;3;1;1;0;0;0
2014-04-08;11:09:00;VIALE BONARIA;4;;Danneggiamento;Manovra di retromarcia;1;0;1;0;0;0;0
2014-04-08;12:58:00;VIA S.MARIA CHIARA;sn;VIA CALAMATTIA;Incidente stradale con feriti;Tamponamento;2;2;0;1;0;0;0
2014-04-08;15:11:00;VIA CORNALIAS;sn;VIA BRIANZA;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-04-08;17:28:00;VIA S.MARIA CHIARA;sn;VIA MASANIELLO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-04-08;18:11:00;VIA IS MIRRIONIS;sn;VIA LA NURRA;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-04-08;18:16:00;S.S. 195;km.2,300;;Incidente stradale con feriti;Uscita x sbandamento;2;1;1;0;1;0;0
2014-04-09;09:22:00;S.S. 195;sn;;Incidente stradale con feriti;Tamponamento;3;3;1;3;0;0;0
2014-04-09;10:44:00;VIA CALAMATTIA;12;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-04-09;12:03:00;PIAZZA PADRE PIO;sn;VIA SCANO;Incidente stradale senza feriti;Urto laterale;2;0;2;0;0;0;0
2014-04-09;13:17:00;VIA SCANO;sn;VIA LEO PIETRO;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-04-09;16:27:00;VIA SEGNI;sn;VIA PAOLO SPRIANO;Incidente stradale senza feriti;Caduta dal veicolo x imperizia;2;2;0;0;0;0;0
2014-04-09;17:47:00;VIA CORSICA;25;;Danneggiamento;Urto con cassonetto;0;1;0;0;0;0;0
2014-04-09;18:25:00;VIA RIVA VILLASANTA;220;;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-04-10;09:44:00;VIALE CIMITERO;sn;VIALE DIAZ;Incidente stradale senza feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-04-10;10:38:00;PIAZZA GIOVANNI XXIII;10;;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-04-10;20:19:00;VIA ROMA (LUNGOMARE);sn;;Incidente stradale con feriti;Tamponamento;3;2;2;2;0;0;0
